"TIC ID","TOI","CTOI","Master priority","SG1A priority","SG1B priority","SG2 priority","SG3 priority","SG4 priority","SG5 priority","ESM","TSM","Predicted Mass (M_Earth)","Time Series Observations","Spectroscopy Observations","Imaging Observations","TESS Disposition","TFOPWG Disposition","TESS mag","TESS mag error","Pipeline Signal ID","Source","Detection","RA (deg)","Dec (deg)","PM RA (mas/yr)","PM RA error","PM Dec (mas/yr)","PM Dec error","Transit Epoch (BJD)","Transit Epoch error","Period (days)","Period error","Duration (hours)","Duration error","Depth (mmag)","Depth (mmag) error","Depth (ppm)","Depth (ppm) error","Planet Radius (R_Earth)","Planet Radius error","Planet Insolation (Earth flux)","Planet Eq Temp (K)","Planet SNR","Stellar Distance (pc)","Stellar Distance error","Stellar Teff (K)","Stellar Teff error","Stellar log(g) (cm/s2)","Stellar log(g) error","Stellar Radius (R_Sun)","Stellar Radius error","Stellar Metallicity","Stellar Metallicity error","Stellar Mass (M_Sun)","Stellar Mass error","Sectors","Comments","Date TOI Alerted (by TESS Project)","Date TOI Updated (by TESS Project)","Date Modified (by ExoFOP-TESS)"
"339250695","3725.01","","5","5","5","5","5","5","5","22.9","70.8","103.79","1","0","0","EB","FP","13.135","0.011","1","spoc-s73-b0A","FAINT","84.789937","60.424358","5.46","0.041","-13.931","0.041","2460287.858395","0.0044848407","4.7262208452231","0.0013113392","3.2344044084771","0.22060676","10.377959","0.757284","9512.916561914","697.2413","12.40342041376","0.6293656","454.4461913187","1177.5798523789","11.16766","587.219","10.8755","5947","122","4.36","","1.1428699493408","","","","1.09","","19,59,73","found in faint-star QLP search","2021-06-23","2024-09-09","2024-10-01"
"122695048","3726.01","","3","4","3","3","1","4","4","54.2","80.2","317","1","0","0","PC","PC","13.0789","0.011","1","spoc-s73-b0A","SPOC","77.298277","38.228572","-14.073","0.042","-5.099","0.029","2460290.432392","0.0009914031","4.8404430882223","0.00041199886","2.616604472201","0.091213174","29.759608","0.914214","27037.37712243","841.66766","17.700332013286","0.45132837","366.57367042669","1115.9893923323","29.719658","491.622","6.515","5925.1","131.8","4.43","","1.0474200248718","","-0.377","0.126","1.08","","19,59,73","found in faint-star QLP search","2021-06-23","2024-09-09","2024-10-01"
"322160664","3729.01","","3","4","3","3","1","4","4","","","317","1","1","0","PC","PC","12.9676","0.006","1","spoc-s59-b0A","FAINT","86.594255","59.521666","-3.87","2.251","-1.887","2.252","2460290.926859","0.0017757891","8.1744382153094","0.00097445585","2.6721444747015","0.11000509","24.8513","1.185673","22628.929503375","1091.449","","","158.39646036775","904.80734546515","29.345083","","","5051.3","431.6","","","","","","","","","19,59,73","V-shaped; found in faint-star QLP search; no stellar radius","2021-06-23","2024-09-06","2024-09-06"
"321436679","3733.01","","5","5","5","5","5","5","5","65.2","85.1","317","5","1","0","EB","FP","12.6396","0.013","1","spoc-s73-b0A","FAINT","83.140649","57.623092","0.18","0.035","-3.739","0.033","2460286.361991","0.0028435343","2.1263167228569","0.0003576335","2.6213684345","0.14268938","7.975132","0.504216","7318.456778886","464.2924","22.107536694266","1.4044659","6216.4494670749","2264.6722132616","15.246422","881.379","16.3","6361.4","114.5","3.83","0.09","2.2823700904846","0.11112","-0.152302","0.0259762","1.27","0.193918","19,59,73","found in faint-star QLP search","2021-06-23","2024-09-09","2024-10-01"
"105135774","3734.01","","3","4","4","3","1","4","4","46.2","44.8","317","1","0","0","PC","PC","13.3835","0.006","1","spoc-s73-b0A","FAINT","79.285641","53.723458","-5.374","2.344","-11.381","2.332","2460287.307924","0.0019776677","2.1411860354706","0.0002916828","2.7636092017388","0.13958237","10.969868","0.664223","10052.751592414","611.5845","","","1027.1214105953","1443.860365905","14.073614","","","4880.9","76.5","","","","","0.029","0.133","","","19,59,73","found in faint-star QLP search; no stellar radius; variable host","2021-06-23","2024-09-06","2024-10-01"
"98620619","3736.01","","3","4","3","3","1","4","4","41.3","60.3","317","2","0","0","PC","PC","13.3273","0.012","1","spoc-s73-b0A","FAINT","79.703512","43.815936","2.428","0.044","-1.95","0.034","2460286.244876","0.002522237","2.2091186004752","0.00037397025","3.2100501818104","0.15099671","12.926611","0.70904","11835.254258012","652.8365","20.045641842086","0.8796826","4482.4184345176","2086.881785237","15.141719","1280.39","48.49","6876","122","4.1","","1.7947100400925","","","","1.49","","19,59,73","found in faint-star QLP search","2021-06-23","2024-09-09","2024-10-01"
"281196902","3755.01","","3","4","4","3","3","4","4","24.3","85.5","76.12","3","9","1","PC","PC","12.079","0.006","1","spoc-s73-b0A","FAINT","69.747261","66.671209","-11.435","0.029","11.512","0.054","2460291.216212","0.0018303948","5.5455797734997","0.0009982702","3.1170996014824","0.15016639","8.76491","0.396216","8040.2832674015","364.86206","10.335381349782","0.75834155","238.40898289999","1002.1907807439","20.1026","322.356","2.953","5354","315.4","4.34","0.11","1.0760699510574","0.06451","","","0.926","0.156061","19,59,73","found in faint-star QLP search","2021-06-23","2024-09-09","2024-10-01"
"274545328","3767.01","","3","4","3","3","1","4","4","61.1","61.7","317","2","0","0","PC","PC","13.4784","0.043","1","spoc-s73-b0A","FAINT","69.488129","52.71623","1.887","0.047","-3.2","0.037","2460287.763305","0.0038253032","2.3907751394513","0.00058886694","4.1827898031876","0.25361767","11.799985","1.171365","10809.34255751","1078.2849","21.860664126808","1.8332431","2835.6275007808","1861.1528619288","8.64282","760.803","23.4885","5382","123","3.76","","2.0989000797272","","","","0.93","","19,59,73","found in faint-star QLP search; not quite synchronized","2021-06-23","2024-09-06","2024-10-01"
"268172361","3768.01","","3","4","3","3","3","4","4","33.6","46.1","317","2","0","1","PC","PC","12.9859","0.009","1","spoc-s59-b0A","FAINT","83.379462","45.081717","2.476","0.038","-1.383","0.03","2460286.372607","0.0018283526","2.1803153673561","0.0002644617","2.6629308075248","0.14304818","8.738361","0.299972","8016.0263872304","276.24652","18.377015374033","1.2707536","6330.1622487931","2274.9584022439","22.006554","1309.84","41.05","7166","134.8","4.04","0.09","1.9932999610901","0.100849","","","1.6","0.275706","19,59,73","found in faint-star QLP search","2021-06-23","2024-09-09","2024-09-10"
"426319499","3772.01","","3","4","3","3","3","4","4","15.1","64.5","42.31","1","0","1","PC","PC","12.6409","0.006","1","spoc-s59-b0A","QLP","86.04348","36.080653","7.481","0.047","-17.234","0.04","2460287.542966","0.0036704694","4.1689144528728","0.00059127534","2.1905198044152","0.24199954","7.715906","0.44141","7081.4201520601","406.47116","7.3156426090308","1.3284963","201.89006483549","961.38753393256","14.92673","309.143","2.5255","5119","167.1","4.49","0.09","0.87411898374557","0.05399","","","0.861","0.110088","19,59,73","found in faint-star QLP search","2021-06-23","2024-09-09","2024-09-10"
"461635621","4460.01","","1","4","1","2","3","4","4","1.5","48.8","10.18","3","2","3","PC","PC","10.3859","0.006","1","qlp-s79-ffi","QLP","19.91003","85.13439","-60.989","0.046","-16.771","0.041","2460437.031199","0.0104116","28.6648749","0.0002615","5.395","1.67","1.11345","1.17187","1025","1078.75","3.15161","1.01767","117.442","917","13","82.2168","0.1497","4818","125.8","4.65","0.09","0.69","0.05","","","0.78","0.0962705","18,19,20,25,26,40,52,53,59,60,73,79","TESS LC contaminated by red giant; L1 candidate","2021-09-09","2024-08-29","2024-08-31"
"377297285","5223.01","","3","4","4","3","3","4","4","34.6","52.3","317","4","0","1","PC","PC","13.0628","0.007","1","spoc-s14-s60-b0A-PC","FAINT","286.716198","54.612108","-5.723","0.03","-15.672","0.027","2460369.865078","0.0024759104","4.0656968187015","0.00004354478","4.2275631982742","0.06927085","14.976029","0.212357","13698.7386688","195.56935","18.708197710463","0.22975263","1207.0370102263","1503.314672471","65.11341","1027.87","13.625","6424","122","4.18","","1.5311599969864","","","","1.3","","14,15,16,19,40,41,49,56,59,60,73,74,75,76","found in faint-star QLP search","2022-02-28","2024-09-06","2024-09-06"
"335952150","5732.01","TIC 335952150.01","3","4","3","3","4","4","4","7.8","73.9","96.46","1","5","4","PC","PC","10.2071","0.008","1","qlp-s74-ffi","SPOC","265.556587","53.203935","-8.573","0.039","8.136","0.061","2460264.24567","0.0028108","60.1702823","0.0001716","3.337","1.029","2.109462","4.092187","1941","3761.95","11.9133","3.86555","29.4687","649","22","275.456","1.6505","6710","128.511","4.29122","0.0900488","1.42","0.06","","","1.43","0.247861","14,17,21,24,25,26,40,41,47,50,51,52,53,54,57,58,59,60,73,74","v-shaped","2022-08-18","2024-04-01","2024-08-07"
"239823606","6061.01","","2","4","2","2","4","4","4","1.8","33.9","2.94","0","2","4","PC","PC","8.895701","0.006","1","qlp-s59-ffi","QLP","87.169462","35.034111","43.365","0.087","-154.389","0.07","2459925.632107","0.0073304","8.1309123","0.0001656","3.313","0.918","0.339889","0.026088","313","24.0272","1.51687","0.1201","144.968","966","9","79.384","0.4607","5639","122.5","4.46","0.08","0.97","0.05","","","1","0.127632","19,43,44,45,59,73","two stars in pixel; low SNR","2023-02-08","2024-02-08","2024-02-17"
